#SampleID	BarcodeSequence	LinkerPrimerSequence	Description	AvgSpotLen	BioSample	Experiment	Library_Name	MBases	MBytes	Run	SRA_Sample	Sample_Name	collection_date	Assay_Type	BioProject	BioSampleModel	Consent	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	Organism	Platform	ReleaseDate	SRA_Study	env_biome	env_feature	env_material	geo_loc_name	host	lat_lon	SEASON
342				471	SAMN07280298	SRX2960909	142	13	6	SRR5760964	SRS2317773	TZ_HADZA_342	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
324				471	SAMN07280283	SRX2961018	127	11	5	SRR5760855	SRS2317882	TZ_HADZA_324	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
325				469	SAMN07280284	SRX2961019	128	13	5	SRR5760854	SRS2317883	TZ_HADZA_325	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
326				476	SAMN07280285	SRX2961020	129	12	5	SRR5760853	SRS2317884	TZ_HADZA_326	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
329				473	SAMN07280286	SRX2961021	130	10	4	SRR5760852	SRS2317885	TZ_HADZA_329	5-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
364				474	SAMN07280317	SRX2960706	161	13	6	SRR5761167	SRS2317570	TZ_HADZA_364	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
365				469	SAMN07280318	SRX2960707	162	13	6	SRR5761166	SRS2317571	TZ_HADZA_365	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
366				474	SAMN07280319	SRX2960708	163	12	5	SRR5761165	SRS2317572	TZ_HADZA_366	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
367				473	SAMN07280320	SRX2960709	164	14	6	SRR5761164	SRS2317573	TZ_HADZA_367	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
343				462	SAMN07280299	SRX2960906	143	11	5	SRR5760967	SRS2317768	TZ_HADZA_343	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
349				470	SAMN07280305	SRX2960904	149	11	5	SRR5760969	SRS2317769	TZ_HADZA_349	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
350				473	SAMN07280306	SRX2960905	150	12	5	SRR5760968	SRS2317771	TZ_HADZA_350	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
344				472	SAMN07280300	SRX2960907	144	12	5	SRR5760966	SRS2317772	TZ_HADZA_344	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
348				474	SAMN07280304	SRX2960911	148	12	5	SRR5760962	SRS2317774	TZ_HADZA_348	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
347				472	SAMN07280303	SRX2960910	147	11	5	SRR5760963	SRS2317775	TZ_HADZA_347	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
346				464	SAMN07280302	SRX2960913	146	14	6	SRR5760960	SRS2317776	TZ_HADZA_346	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
423				476	SAMN07280301	SRX2960912	145	12	5	SRR5760961	SRS2317777	TZ_HADZA_423	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
3014				430	SAMN07280316	SRX2960980	160	11	7	SRR5760893	SRS2317844	TZ_HADZA_3014	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
362				471	SAMN07280315	SRX2960981	159	12	5	SRR5760892	SRS2317845	TZ_HADZA_362	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
354				470	SAMN07280308	SRX2960982	152	12	5	SRR5760891	SRS2317846	TZ_HADZA_354	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
353				468	SAMN07280307	SRX2960983	151	12	5	SRR5760890	SRS2317847	TZ_HADZA_353	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
358				468	SAMN07280312	SRX2960986	156	10	4	SRR5760887	SRS2317848	TZ_HADZA_358	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
356				470	SAMN07280310	SRX2960984	154	12	5	SRR5760889	SRS2317849	TZ_HADZA_356	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
355				469	SAMN07280309	SRX2960985	153	11	5	SRR5760888	SRS2317850	TZ_HADZA_355	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
357				472	SAMN07280311	SRX2960987	155	11	5	SRR5760886	SRS2317851	TZ_HADZA_357	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
361				478	SAMN07280314	SRX2960988	158	19	8	SRR5760885	SRS2317852	TZ_HADZA_361	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
3013				431	SAMN07280313	SRX2960989	157	11	6	SRR5760884	SRS2317853	TZ_HADZA_3013	6-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
3015				426	SAMN07280321	SRX2960702	165	10	6	SRR5761171	SRS2317566	TZ_HADZA_3015	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
369				470	SAMN07280322	SRX2960703	166	11	5	SRR5761170	SRS2317567	TZ_HADZA_369	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
370				472	SAMN07280323	SRX2960704	167	11	5	SRR5761169	SRS2317568	TZ_HADZA_370	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
371				473	SAMN07280324	SRX2960705	168	14	6	SRR5761168	SRS2317569	TZ_HADZA_371	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
372				473	SAMN07280325	SRX2960714	169	11	5	SRR5761159	SRS2317578	TZ_HADZA_372	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
3016				402	SAMN07280326	SRX2960715	170	9	6	SRR5761158	SRS2317579	TZ_HADZA_3016	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
598				435	SAMN07280339	SRX2960734	183	10	6	SRR5761139	SRS2317598	TZ_HADZA_598	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
596				425	SAMN07280337	SRX2960736	181	8	5	SRR5761137	SRS2317599	TZ_HADZA_596	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
599				427	SAMN07280340	SRX2960735	184	10	6	SRR5761138	SRS2317600	TZ_HADZA_599	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
597				430	SAMN07280338	SRX2960737	182	9	5	SRR5761136	SRS2317602	TZ_HADZA_597	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
377				474	SAMN07280330	SRX2960828	174	14	6	SRR5761045	SRS2317692	TZ_HADZA_377	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
376				471	SAMN07280329	SRX2960829	173	11	5	SRR5761044	SRS2317693	TZ_HADZA_376	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
375				471	SAMN07280328	SRX2960830	172	14	6	SRR5761043	SRS2317694	TZ_HADZA_375	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
374				473	SAMN07280327	SRX2960831	171	14	6	SRR5761042	SRS2317695	TZ_HADZA_374	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
382				468	SAMN07280334	SRX2960832	178	12	5	SRR5761041	SRS2317696	TZ_HADZA_382	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
381				473	SAMN07280333	SRX2960833	177	13	6	SRR5761040	SRS2317697	TZ_HADZA_381	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
378				470	SAMN07280331	SRX2960835	175	13	6	SRR5761038	SRS2317699	TZ_HADZA_378	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
379				472	SAMN07280332	SRX2960914	176	14	6	SRR5760959	SRS2317778	TZ_HADZA_379	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
384				475	SAMN07280336	SRX2960916	180	15	6	SRR5760957	SRS2317780	TZ_HADZA_384	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
383				469	SAMN07280335	SRX2960917	179	14	6	SRR5760956	SRS2317781	TZ_HADZA_383	7-Apr-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	WET
718				416	SAMN07280343	SRX2960730	187	10	6	SRR5761143	SRS2317594	TZ_HADZA_718	21-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
716				416	SAMN07280341	SRX2960732	185	21	13	SRR5761141	SRS2317596	TZ_HADZA_716	21-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
717				411	SAMN07280342	SRX2960733	186	7	4	SRR5761140	SRS2317597	TZ_HADZA_717	21-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
727				426	SAMN07280345	SRX2960728	189	8	4	SRR5761145	SRS2317592	TZ_HADZA_727	24-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
728				419	SAMN07280346	SRX2960729	190	18	11	SRR5761144	SRS2317593	TZ_HADZA_728	24-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
726				425	SAMN07280344	SRX2960731	188	9	5	SRR5761142	SRS2317595	TZ_HADZA_726	24-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
733				430	SAMN07280348	SRX2960860	192	9	5	SRR5761013	SRS2317724	TZ_HADZA_733	24-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
732				432	SAMN07280347	SRX2960861	191	7	4	SRR5761012	SRS2317725	TZ_HADZA_732	24-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
794				426	SAMN07280373	SRX2960720	217	9	5	SRR5761153	SRS2317584	TZ_HADZA_794	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
791				428	SAMN07280371	SRX2960722	215	8	5	SRR5761151	SRS2317586	TZ_HADZA_791	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
793				407	SAMN07280372	SRX2960723	216	8	5	SRR5761150	SRS2317587	TZ_HADZA_793	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
786				423	SAMN07280369	SRX2960724	213	9	5	SRR5761149	SRS2317588	TZ_HADZA_786	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
787				437	SAMN07280370	SRX2960725	214	11	6	SRR5761148	SRS2317589	TZ_HADZA_787	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
784				433	SAMN07280367	SRX2960726	211	10	6	SRR5761147	SRS2317590	TZ_HADZA_784	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
785				420	SAMN07280368	SRX2960727	212	10	6	SRR5761146	SRS2317591	TZ_HADZA_785	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
783				429	SAMN07280366	SRX2960844	210	8	4	SRR5761029	SRS2317708	TZ_HADZA_783	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
782				425	SAMN07280365	SRX2960845	209	12	7	SRR5761028	SRS2317709	TZ_HADZA_782	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
779				433	SAMN07280362	SRX2960846	206	10	6	SRR5761027	SRS2317710	TZ_HADZA_779	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
778				433	SAMN07280361	SRX2960847	205	12	7	SRR5761026	SRS2317711	TZ_HADZA_778	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
781				431	SAMN07280364	SRX2960848	208	10	6	SRR5761025	SRS2317712	TZ_HADZA_781	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
773				403	SAMN07280358	SRX2960850	202	7	4	SRR5761023	SRS2317713	TZ_HADZA_773	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
780				404	SAMN07280363	SRX2960849	207	9	5	SRR5761024	SRS2317714	TZ_HADZA_780	25-Jul-14	AMPLICON	PRJNA392012	MIMARKS.survey	public	0	Illumina MiSeq	PAIRED	PCR	METAGENOMIC	6/27/17	human gut metagenome	ILLUMINA	8/25/17	SRP110600	human-associated habitat	human-associated habitat	feces	Tanzania	Homo sapiens	3.55 S 34.58 E	DRY
